gene_name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name,gene_id
MT-ATP8,8.3938952302848e-06,0.0001488643935005,22.0051015219876,1,102.867928247113,-3.53166406463631,MT-ATP8,ENSG00000228253
GATA2,0.0007197425062898,0.003657228182367,12.1593631959278,1,102.867928247113,-5.88228601078225,GATA2,ENSG00000179348
ALDH3A1,0.559586721200394,0.664434482546182,0.342647886433328,1,102.867928247113,-0.336518809445095,ALDH3A1,ENSG00000108602
SUSD2,4.94113096893616e-06,0.0001085936078758,23.2479408220046,1,102.867928247113,-5.62910136148735,SUSD2,ENSG00000099994
HPGDS,6.32389627582702e-06,0.0001259740293989,22.6674006300267,1,102.867928247113,-6.24120400840349,HPGDS,ENSG00000163106
RHEX,2.18911347052483e-05,0.0002911055146974,19.7945036960255,1,102.867928247113,-8.28245509372757,RHEX,ENSG00000263961
DDX3Y,0.537495625665787,0.644170212926399,0.382763361592395,1,102.867928247113,-0.614416092152437,DDX3Y,ENSG00000067048
MUC5B,0.0004085006049409,0.0023640081304455,13.351222839886,1,102.867928247113,2.31618003237434,MUC5B,ENSG00000117983
NTS,0.142048325366463,0.237221652248602,2.18907982074378,1,102.867928247113,-1.45469814455933,NTS,ENSG00000133636
LYZ,2.93310657887512e-07,1.98182876951021e-05,30.1210931449973,1,102.867928247113,3.64052808592443,LYZ,ENSG00000090382
FCER1G,3.17810397635173e-07,2.037246138687e-05,29.9200302268173,1,102.867928247113,-6.58264693049185,FCER1G,ENSG00000158869
CSTA,0.676092723041928,0.760851590188981,0.175557578157849,1,102.867928247113,-0.265836931503149,CSTA,ENSG00000121552
CRIP1,0.0175748203577783,0.0452725923693412,5.82429856386292,1,102.867928247113,1.19458032908752,CRIP1,ENSG00000213145
SCGB3A1,0.0013622443593123,0.0060544193747215,10.8396925886081,1,102.867928247113,-2.39792688035708,SCGB3A1,ENSG00000161055
CRTAC1,3.91261487754273e-05,0.0004299576788508,18.4790083118989,1,102.867928247113,-5.0302960483639,CRTAC1,ENSG00000095713
CSF3R,3.37612852573515e-05,0.0003845248890358,18.8113880456377,1,102.867928247113,-4.59077960005032,CSF3R,ENSG00000119535
FGG,0.0021146483875885,0.0085544028624131,9.94474068908497,1,102.867928247113,-5.44890940418127,FGG,ENSG00000171557
RGS13,0.0004366794310574,0.0024727034601212,13.2098873212475,1,102.867928247113,-7.39049450046223,RGS13,ENSG00000127074
SERPINB13,0.718427780128677,0.793492136214576,0.130720453212735,1,102.867928247113,0.305337887019295,SERPINB13,ENSG00000197641
C20orf85,0.183764728537842,0.289758323143869,1.7909196101121,1,102.867928247113,0.598159473578506,C20orf85,ENSG00000124237
NACA2,0.015648602068971,0.0415942194852815,6.04099170395971,1,102.867928247113,1.62202940424218,NACA2,ENSG00000253506
EIF1AY,0.433362590264709,0.554172110312927,0.618636644938348,1,102.867928247113,-0.781674622564943,EIF1AY,ENSG00000198692
EEF1G,0.0381326448288457,0.0843642584708975,4.41196095582514,1,102.867928247113,1.28366132480661,EEF1G,ENSG00000254772
ZNF385B,6.86691279799669e-06,0.0001331218070627,22.4742901305386,1,102.867928247113,-6.49887763574284,ZNF385B,ENSG00000144331
C1orf194,0.0201647906224958,0.0507267700294906,5.56928532702214,1,102.867928247113,1.03897373730328,C1orf194,ENSG00000179902
S100A9,0.229530717443659,0.342890226237913,1.4610721594793,1,102.867928247113,0.677760672361075,S100A9,ENSG00000163220
CXCL1,0.067085302874423,0.133317374551715,3.4250101302315,1,102.867928247113,0.855611282152338,CXCL1,ENSG00000163739
NME2,0.6651569291968,0.753639715704221,0.188404456208962,1,102.867928247113,0.286098525429245,NME2,ENSG00000243678
S100A8,0.251656794881145,0.368708081314065,1.32899007918783,1,102.867928247113,-0.895453597031807,S100A8,ENSG00000143546
ATP6V0C,0.397035921715965,0.519728001466554,0.72330891354304,1,102.867928247113,0.670519399729887,ATP6V0C,ENSG00000185883
CPM,3.08685959595193e-07,2.03193667550869e-05,29.9930007747716,1,102.867928247113,-4.43890445782056,CPM,ENSG00000135678
IGFBP3,2.3240732106557e-05,0.0003034038134015,19.6581525376277,1,102.867928247113,2.31861522460489,IGFBP3,ENSG00000146674
C16orf89,9.51868194320236e-06,0.0001646830786021,21.7123376796382,1,102.867928247113,-2.92390809521105,C16orf89,ENSG00000153446
ALOX15B,6.46164274474414e-06,0.0001277004495008,22.6168538424597,1,102.867928247113,-6.10148493098647,ALOX15B,ENSG00000179593
CCDC78,0.72679828751567,0.799910067703798,0.12273962942039,1,102.867928247113,0.19627993714078,CCDC78,ENSG00000162004
AQP1,6.33240547468676e-05,0.0006220437597924,17.4019792692442,1,102.867928247113,-4.5616817607436,AQP1,ENSG00000240583
FAM3D,0.0721655623777224,0.141139369482113,3.3006203751703,1,102.867928247113,1.06495750364219,FAM3D,ENSG00000198643
SLC22A31,0.0002400829995578,0.0015753477661274,14.4864387338213,1,102.867928247113,-5.22325047562473,SLC22A31,ENSG00000259803
CXCL6,0.0002029290067287,0.001388023301838,14.8488493189087,1,102.867928247113,2.07739402570866,CXCL6,ENSG00000124875
EIF4A1,0.191142364732657,0.299502295099745,1.73151603628736,1,102.867928247113,-0.650724133074211,EIF4A1,ENSG00000161960
NRGN,1.17128097066155e-05,0.0001890461468639,21.2312474741008,1,102.867928247113,-5.18898499523166,NRGN,ENSG00000154146
PTPRZ1,0.157409438926093,0.256617931082643,2.02840124682787,1,102.867928247113,0.897640190233158,PTPRZ1,ENSG00000106278
CA2,0.0255801379242649,0.0614546389767982,5.13228814423103,1,102.867928247113,-1.75847005341085,CA2,ENSG00000104267
ROS1,5.51818059557449e-05,0.0005585203031957,17.7085827165685,1,102.867928247113,-7.80249858912379,ROS1,ENSG00000047936
ADH1C,0.0348473691348001,0.0788159614551015,4.57298435714041,1,102.867928247113,-1.46116838901991,ADH1C,ENSG00000248144
AZGP1,0.0001244454539509,0.0010019762797981,15.911812384191,1,102.867928247113,2.42465444428999,AZGP1,ENSG00000160862
CHI3L2,9.86642740682667e-05,0.000866997135925,16.421050612972,1,102.867928247113,-4.39221565324401,CHI3L2,ENSG00000064886
CD52,1.12086047348797e-05,0.0001868100789146,21.3331112270595,1,102.867928247113,-5.22460531368773,CD52,ENSG00000169442
CXCL2,0.595282450797282,0.694030445258425,0.283935632147617,1,102.867928247113,-0.26515300518252,CXCL2,ENSG00000081041
KIT,3.2958255610483e-05,0.0003788305242584,18.8657535248484,1,102.867928247113,-4.5709723791248,KIT,ENSG00000157404
CLCA2,0.996078835885104,0.997275566564982,2.42696974660121e-05,1,102.867928247113,-0.0036755088555843,CLCA2,ENSG00000137975
TCN1,0.0001696386364652,0.0012400485121732,15.236828115603,1,102.867928247113,3.3615965590605,TCN1,ENSG00000134827
UQCR11,0.355582121091059,0.479711280639533,0.861176091299425,1,102.867928247113,0.331407247983112,UQCR11,ENSG00000127540
FABP4,9.77590356506333e-06,0.0001679708516333,21.6503677093741,1,102.867928247113,-8.23370429444449,FABP4,ENSG00000170323
NUDT4B,0.0118522654081994,0.0333490866859859,6.56448141072594,1,102.867928247113,2.65611038390158,NUDT4B,ENSG00000177144
TUG1,0.840112183442327,0.887692501524014,0.0409095021951902,1,102.867928247113,0.205551102096656,TUG1,ENSG00000253352
USP9Y,0.193364662258224,0.302415799590591,1.71415075403058,1,102.867928247113,-1.41900379295592,USP9Y,ENSG00000114374
CLDN10,0.0047105749795503,0.0159680507781369,8.34740326181072,1,102.867928247113,1.69137133394453,CLDN10,ENSG00000134873
SFTA1P,0.002811243348807,0.0106050892424148,9.37191228188278,1,102.867928247113,-3.54468177539847,SFTA1P,ENSG00000225383
GSTA1,0.39753758573105,0.519728001466554,0.72176771950448,1,102.867928247113,0.369501747738833,GSTA1,ENSG00000243955
LMO3,0.0001384659948741,0.0010559645659243,15.6786177892601,1,102.867928247113,-2.88567482695819,LMO3,ENSG00000048540
RGS1,0.0203265044808116,0.0510459680582913,5.55452248266243,1,102.867928247113,-1.72900401737481,RGS1,ENSG00000090104
HOATZ,0.0083518457381404,0.0252626912829415,7.23310280996839,1,102.867928247113,1.12575836985411,HOATZ,ENSG00000183644
LY6D,0.302642534892878,0.423157906729416,1.07324636183713,1,102.867928247113,-1.09407084135429,LY6D,ENSG00000167656
LGALS7B,0.528758233341701,0.637672736784492,0.399483736077481,1,102.867928247113,-0.475130154042098,LGALS7B,ENSG00000178934
SELENOF,0.0763191559537279,0.146880592674611,3.20580120924182,1,102.867928247113,-0.785185126514287,SELENOF,ENSG00000183291
RNASEK-C17orf49,0.0362184932616502,0.0812741320023754,4.5038957596243,1,102.867928247113,2.04041505740321,RNASEK-C17orf49,ENSG00000161939
CCDC141,3.13827201373783e-05,0.00037000720688,18.9764733728506,1,102.867928247113,-9.92221083078115,CCDC141,ENSG00000163492
C1QA,4.53359208452293e-05,0.000479238063903,18.1481671335082,1,102.867928247113,-6.0340777507644,C1QA,ENSG00000173372
LAMP3,2.23562248567096e-07,1.66837498930669e-05,30.8042064841884,1,102.867928247113,-4.16435889142164,LAMP3,ENSG00000078081
MATR3_ENSG00000015479,0.0217936816536225,0.0538647594009455,5.4259710474178,1,102.867928247113,1.37595402141459,MATR3_ENSG00000015479,ENSG00000015479
MUC16,0.0561322755698361,0.115498509402955,3.73195147333563,1,102.867928247113,-1.33175663463694,MUC16,ENSG00000181143
SLC2A3,2.95286163525968e-05,0.0003574893020895,19.1142991219397,1,102.867928247113,-4.52652380915679,SLC2A3,ENSG00000059804
HSD17B6,2.56400384807685e-06,7.36782714964613e-05,24.8070336031431,1,102.867928247113,-5.0602033292958,HSD17B6,ENSG00000025423
LGALS7,0.768122518903712,0.833285440338155,0.0873862764688809,1,102.867928247113,-0.26408991804054,LGALS7,ENSG00000205076
GPX2,0.144679840404989,0.240590446505191,2.16018167020548,1,102.867928247113,-0.983587941562867,GPX2,ENSG00000176153
AQP5,0.71779959189012,0.792973477563102,0.131330865413262,1,102.867928247113,-0.210646279146527,AQP5,ENSG00000161798
SAA2-SAA4,0.0560126733707396,0.115347350433978,3.73565076758259,1,102.867928247113,1.92844389311547,SAA2-SAA4,ENSG00000255071
PSCA,0.381271869024693,0.505799773182134,0.773221291816275,1,102.867928247113,-0.525094269646279,PSCA,ENSG00000167653
NHSL2,7.04286254927651e-06,0.0001354396644091,22.4150542299433,1,102.867928247113,2.79011119126596,NHSL2,ENSG00000204131
SPRR3,0.003217054637019,0.0117877873134823,9.10252422818173,1,102.867928247113,-7.91605373384533,SPRR3,ENSG00000163209
DNAH12,0.621534321868826,0.717044672206768,0.245195964869625,1,102.867928247113,0.238750869585789,DNAH12,ENSG00000174844
CFAP54,0.0327817066440788,0.0751625263297364,4.68271910008393,1,102.867928247113,-1.49371034436498,CFAP54,ENSG00000188596
GABRP,0.236500378279995,0.350786677959056,1.41783594378407,1,102.867928247113,0.772480184286291,GABRP,ENSG00000094755
IGHA1,0.0200901607409829,0.0506304454157836,5.57614031148497,1,102.867928247113,-3.27071381082479,IGHA1,ENSG00000211895
VMO1,0.406122622168046,0.527158128463196,0.69582621876857,1,102.867928247113,0.479364914350992,VMO1,ENSG00000182853
LCN2,0.404529115895618,0.52577218078453,0.700580212750951,1,102.867928247113,0.427135713119254,LCN2,ENSG00000148346
CLCA4,0.783424095319831,0.846030340518176,0.0759439004353931,1,102.867928247113,0.270168551353662,CLCA4,ENSG00000016602
ERICH3,0.0389039894333434,0.0854657061365188,4.37629449116785,1,102.867928247113,0.966689147183173,ERICH3,ENSG00000178965
HLA-DRB5,0.466666980976114,0.583042205117583,0.533817853200509,1,102.867928247113,-0.465902804578969,HLA-DRB5,ENSG00000198502
GSTA2,0.757560697620654,0.825769236560556,0.0957956126538407,1,102.867928247113,0.167122310011251,GSTA2,ENSG00000244067
RPS10-NUDT3,0.0467903500542186,0.0995963176973575,4.04979447963377,1,102.867928247113,2.20948330670629,RPS10-NUDT3,ENSG00000270800
CEACAM5,0.0973188806535223,0.176558201475911,2.7997265805257,1,102.867928247113,-1.38010571553556,CEACAM5,ENSG00000105388
CCDC187,0.241751592225249,0.35656577024373,1.38627816338284,1,102.867928247113,-1.03159443123809,CCDC187,ENSG00000260220
IL33,0.000601231655694,0.0031677115684617,12.5359178801129,1,102.867928247113,1.7856307832247,IL33,ENSG00000137033
C1QB,2.00430411426997e-05,0.0002760749468691,19.995872969606,1,102.867928247113,-6.17504659544586,C1QB,ENSG00000173369
EIF3CL,0.987205990833721,0.99253896314883,0.0002583936641542,1,102.867928247113,-0.0124218022808812,EIF3CL,ENSG00000205609
LPL,0.0001313975224045,0.0010195057605565,15.792993771895,1,102.867928247113,-5.42843409240367,LPL,ENSG00000175445
LTF,0.0009863622421835,0.004679137771269,11.5044429266409,1,102.867928247113,2.32039497694652,LTF,ENSG00000012223
P3H2,1.50111361103057e-06,5.21328755520874e-05,26.0961480127956,1,102.867928247113,-5.95472323754254,P3H2,ENSG00000090530
CSNK1A1L,0.0854001741791503,0.160404271951835,3.0167831026888,1,102.867928247113,2.08931818920589,CSNK1A1L,ENSG00000180138
LAPTM5,1.25395107084071e-07,1.27954190902113e-05,32.2719430906049,1,102.867928247113,-5.23352769473793,LAPTM5,ENSG00000162511
TUBA4B,0.0156505015759515,0.0415942194852815,6.04076449994524,1,102.867928247113,1.14512593656692,TUBA4B,ENSG00000243910
TOMM6,0.522038124993006,0.631243198298677,0.412686760454488,1,102.867928247113,1.2437687380525,TOMM6,ENSG00000214736
ECRG4,0.196062046195622,0.305187647285338,1.69338762901228,1,102.867928247113,0.654277074900199,ECRG4,ENSG00000119147
AKR1C2,0.891280979543843,0.923784274702612,0.0187751156159142,1,102.867928247113,-0.0815897326127031,AKR1C2,ENSG00000151632
NECAB1,5.71451391646433e-05,0.000573746377155,17.6306032043099,1,102.867928247113,-6.45811383880539,NECAB1,ENSG00000123119
RGS16,5.66808583462313e-06,0.0001183942852502,22.9246025370462,1,102.867928247113,-3.92476113438236,RGS16,ENSG00000143333
CPB2,2.66586368991517e-05,0.0003299336249895,19.3461516819553,1,102.867928247113,-10.529685358943,CPB2,ENSG00000080618
CXCL14,0.824496081081121,0.874419690178462,0.0494316267012115,1,102.867928247113,-0.179084947519699,CXCL14,ENSG00000145824
ANKRD36C,0.809301862960843,0.865193353603638,0.0585390066336766,1,102.867928247113,0.140529723335667,ANKRD36C,ENSG00000174501
TFF3,4.98255405542805e-05,0.0005147266586186,17.9367022579518,1,102.867928247113,1.98284196395583,TFF3,ENSG00000160180
CAPS,0.0251848387421449,0.0606571260648961,5.16072727803905,1,102.867928247113,0.888026060486608,CAPS,ENSG00000105519
TCIM,0.0641173432884035,0.128388753080504,3.50250619970582,1,102.867928247113,-1.00505350798196,TCIM,ENSG00000176907
DEFB1,0.0037149909472131,0.0131643903161343,8.81637520112188,1,102.867928247113,1.83561464833897,DEFB1,ENSG00000164825
EDNRB,0.0001051081344499,0.0008952992712941,16.2819752025554,1,102.867928247113,-8.22950494898016,EDNRB,ENSG00000136160
C9orf24,0.0672664067087914,0.133557196374124,3.42040227014568,1,102.867928247113,0.768719829234023,C9orf24,ENSG00000164972
RGPD6,0.0144896567004911,0.0391189435758398,6.18528837102115,1,102.867928247113,2.44307346105736,RGPD6,ENSG00000183054
IL1RL1,0.0312284707120716,0.0721545071905535,4.77017893101464,1,102.867928247113,-2.22073092406006,IL1RL1,ENSG00000115602
APOC1,2.24797613505387e-08,4.68328361469557e-06,36.741382938229,1,102.867928247113,-5.73343225422793,APOC1,ENSG00000130208
TMEM35B,0.294960639849598,0.414853220604217,1.10810518850077,1,102.867928247113,0.898154836905209,TMEM35B,ENSG00000243749
KRT13,0.0021616239952624,0.0086951890396717,9.9003506989227,1,102.867928247113,-3.53124475546652,KRT13,ENSG00000171401
WASHC1,0.379734655544161,0.504295691293706,0.778246834220339,1,102.867928247113,-0.870356517220315,WASHC1,ENSG00000181404
NDUFB8,0.623991447001929,0.71904983521771,0.241751545255957,1,102.867928247113,0.177488932760136,NDUFB8,ENSG00000166136
TMBIM4,0.0963522380893624,0.175269690390479,2.81620902602138,1,102.867928247113,0.534887101484393,TMBIM4,ENSG00000155957
BCL2L2-PABPN1,0.111349938792594,0.196038624634848,2.57908294659339,1,102.867928247113,2.43382810301246,BCL2L2-PABPN1,ENSG00000258643
PIP,2.67468139449507e-07,1.85741763506602e-05,30.3526782019526,1,102.867928247113,3.1409637537084,PIP,ENSG00000159763
HP,0.0488913357732933,0.103364346243749,3.97271296707068,1,102.867928247113,-1.69499550192501,HP,ENSG00000257017
WDR38,0.280026860697129,0.400392768877935,1.17934912108163,1,102.867928247113,0.55875641330655,WDR38,ENSG00000136918
URGCP-MRPS24,0.320289481378691,0.442878154561243,0.997376971991285,1,102.867928247113,1.59591764487229,URGCP-MRPS24,ENSG00000270617
FTL,0.0165563807649,0.0433867420463837,5.93557851245431,1,102.867928247113,-1.08325394777257,FTL,ENSG00000087086
BPIFB2,0.0011113694091948,0.0051739730409442,11.2580200973396,1,102.867928247113,4.08357700149693,BPIFB2,ENSG00000078898
AREG,0.0692444255434269,0.136576776219777,3.37093454518763,1,102.867928247113,-0.89826765211125,AREG,ENSG00000109321
PSMA2,0.127485661028059,0.217181705328891,2.36083683011026,1,102.867928247113,0.62303009366814,PSMA2,ENSG00000106588
TSPAN1,0.0015834768154359,0.0067960378344888,10.532052644345,1,102.867928247113,1.22382801709349,TSPAN1,ENSG00000117472
IGKC,0.0005747663573577,0.0030554834599209,12.6304346745665,1,102.867928247113,-6.77405414627054,IGKC,ENSG00000211592
