gene_name,ct_marker_evidence_blood,ct_marker_evidence_bone_marrow,ct_marker_evidence_heart,ct_marker_evidence_kidney,ct_marker_evidence_liver,ct_marker_evidence_lung,ct_marker_evidence_lymph_node
CXCL5,,,,,,0.0,
CXCL6,,,,0.0,1.0,0.0,
CXCL8,1.0,0.0,0.0,0.0,,0.0,0.0
CXCL9,,,,1.0,0.0,0.0,1.0
CXCR1,0.0,,1.0,1.0,0.0,,
CXCR2,0.0,0.0,1.0,1.0,1.0,0.0,1.0
CXCR3,1.0,0.0,,1.0,0.0,0.0,0.0
CXCR4,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CXCR5,0.0,1.0,,1.0,1.0,1.0,1.0
CXCR6,1.0,1.0,,0.0,0.0,0.0,0.0
CXXC1,,,,,0.0,,
CXXC5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf38,,0.0,,0.0,0.0,,
CYB561,0.0,0.0,,,0.0,0.0,0.0
CYB561A3,0.0,0.0,,0.0,0.0,0.0,0.0
CYB5A,,0.0,0.0,0.0,1.0,1.0,0.0
CYB5B,0.0,0.0,,0.0,0.0,,
CYB5D1,,,,,0.0,0.0,
CYB5R1,,0.0,,,,,
CYB5R2,,1.0,0.0,,,0.0,
CYB5R3,0.0,,,0.0,0.0,0.0,0.0
CYB5R4,,,0.0,0.0,0.0,0.0,
CYB5RL,,0.0,,,,,
CYBA,0.0,1.0,0.0,0.0,1.0,1.0,0.0
CYBB,0.0,1.0,0.0,0.0,0.0,,0.0
CYBC1,0.0,,,,,,
CYBRD1,,0.0,0.0,0.0,,0.0,0.0
CYC1,0.0,,,0.0,0.0,0.0,0.0
CYCS,0.0,0.0,,0.0,,0.0,0.0
CYFIP1,0.0,0.0,,0.0,0.0,0.0,0.0
CYFIP2,0.0,0.0,0.0,0.0,0.0,0.0,
CYGB,1.0,1.0,0.0,0.0,,0.0,0.0
CYHR1,,,0.0,,0.0,,
CYLD,0.0,0.0,0.0,,0.0,0.0,0.0
CYP17A1,1.0,,,0.0,,,
CYP1A1,,,,,,1.0,
CYP1B1,1.0,1.0,0.0,0.0,,0.0,0.0
CYP1B1-AS1,,,0.0,0.0,0.0,,
CYP20A1,0.0,,,,,,
CYP24A1,,,,0.0,,1.0,
CYP26A1,,,,,,1.0,1.0
CYP26B1,,,0.0,0.0,1.0,1.0,
CYP26C1,,1.0,,,,,1.0
CYP27A1,,0.0,0.0,0.0,0.0,0.0,0.0
CYP27B1,,,,0.0,,,
CYP27C1,,,0.0,0.0,,,
CYP2A13,,,,,0.0,0.0,
CYP2A6,,,,,,1.0,
CYP2B6,,,,,1.0,1.0,
CYP2C18,,,,,,0.0,
CYP2C19,,,,,0.0,,
CYP2C8,,,,,0.0,,
CYP2C9,,,,,1.0,,
CYP2D6,,,,,0.0,,0.0
CYP2E1,1.0,0.0,,,1.0,,
CYP2F1,0.0,,,,,0.0,
CYP2J2,,,0.0,,,0.0,
CYP2R1,,,,0.0,,0.0,
CYP2S1,0.0,0.0,,0.0,0.0,0.0,0.0
CYP2U1,0.0,,,,,,
CYP2W1,,,,,,1.0,
CYP39A1,,,,0.0,,,0.0
CYP3A4,,,,,1.0,,
CYP3A43,,,,,0.0,1.0,
CYP3A5,,0.0,,1.0,1.0,0.0,0.0
CYP46A1,0.0,0.0,,,,0.0,
CYP4A11,,,,0.0,0.0,,
CYP4A22,,,,0.0,,,
CYP4A22-AS1,,,0.0,0.0,,,
CYP4B1,,,0.0,0.0,,0.0,1.0
CYP4F11,,,,,,0.0,
CYP4F12,,,,0.0,,1.0,
CYP4F2,,,,0.0,,,
CYP4F22,,,,,0.0,,
CYP4F3,,0.0,1.0,0.0,1.0,,
CYP4F35P,,,,,0.0,,
CYP4V2,,,,0.0,0.0,,
CYP4X1,,,,0.0,,0.0,
CYP4Z1,,,0.0,,,0.0,
CYP51A1,,0.0,,0.0,0.0,,
CYP7B1,,0.0,0.0,0.0,0.0,0.0,0.0
CYP8B1,,,1.0,,0.0,,
CYS1,,,,0.0,,,
CYSLTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSLTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSRT1,,,,,,0.0,
CYSTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTH1,,0.0,0.0,0.0,,0.0,0.0
CYTH2,0.0,0.0,,0.0,0.0,0.0,
CYTH3,0.0,,0.0,0.0,,0.0,0.0
CYTH4,0.0,0.0,0.0,0.0,0.0,0.0,
CYTIP,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CYTL1,0.0,1.0,,1.0,1.0,0.0,
CYTOR,1.0,,,,,,
CYYR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CYYR1-AS1,,,0.0,,,,
D2HGDH,,,,,0.0,,
DAAM1,0.0,,0.0,0.0,0.0,0.0,0.0
DAAM2,,1.0,0.0,0.0,0.0,0.0,
DAB1,,,1.0,0.0,,,
DAB2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
DAB2IP,,0.0,0.0,,,0.0,
DACH1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DACH2,,,,0.0,,0.0,
DACT1,,,,0.0,1.0,0.0,0.0
DACT2,,,0.0,,,,
DACT3,,,,0.0,0.0,,1.0
DAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAG1,,,0.0,,0.0,,
DAGLB,,0.0,0.0,0.0,,0.0,0.0
DALRD3,,,,,,0.0,0.0
DANT2,,,0.0,0.0,,0.0,
DAP,,0.0,0.0,0.0,,0.0,
DAPK1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPK3,,0.0,0.0,,0.0,0.0,
DAPL1,0.0,,,1.0,0.0,0.0,
DAPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARS2,,0.0,,,,,0.0
DAW1,,,,,,1.0,
DAXX,,,,0.0,,,0.0
DAZAP1,0.0,0.0,,,0.0,0.0,
DAZAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBF4,0.0,0.0,,,0.0,0.0,
DBF4B,0.0,,,0.0,,,
DBH,,,,,0.0,,
DBH-AS1,,,,0.0,,,
DBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBN1,0.0,0.0,0.0,,0.0,0.0,0.0
DBNDD1,1.0,,,0.0,0.0,,
DBNDD2,,,,0.0,,,0.0
DBNL,0.0,0.0,,0.0,0.0,,0.0
DBP,,,,,,,0.0
DBR1,,,,,0.0,,
DBT,,,,,,,0.0
DCAF10,,0.0,,0.0,0.0,0.0,0.0
DCAF11,0.0,,,,0.0,,0.0
DCAF12,0.0,0.0,,,0.0,0.0,0.0
DCAF13,,0.0,,,,0.0,
DCAF15,,,,0.0,,,0.0
DCAF16,,,,0.0,,,
DCAF4,,0.0,,0.0,0.0,,
DCAF5,,0.0,,,,,
DCAF6,,,,,0.0,,0.0
DCAF7,,,,0.0,,,
DCAF8,,,,,,,0.0
DCAKD,,0.0,,,0.0,0.0,0.0
DCBLD1,,,0.0,,,0.0,
DCBLD2,0.0,0.0,,0.0,0.0,0.0,
DCC,,,0.0,0.0,,0.0,1.0
DCDC1,,,,0.0,0.0,0.0,
DCDC2,,,,0.0,0.0,,
DCDC2B,,,,,,0.0,
DCDC2C,,,,1.0,,,
DCHS1,,,,0.0,0.0,,
DCK,0.0,0.0,,0.0,0.0,0.0,
DCLK1,,,0.0,0.0,,0.0,
DCLK2,,,,0.0,0.0,,
DCLK3,,,1.0,,,,
DCLRE1A,0.0,,,,,,
DCLRE1B,,,,,,0.0,
DCLRE1C,,,,0.0,0.0,,
DCN,,,1.0,0.0,0.0,1.0,1.0
DCP1A,,,,0.0,,,
DCP1B,,,0.0,,0.0,0.0,
DCP2,0.0,0.0,,0.0,0.0,,
DCPS,0.0,0.0,,0.0,0.0,0.0,
DCSTAMP,,,1.0,,,0.0,
DCTD,,0.0,,,,,
DCTN1,,,,,0.0,,0.0
DCTN2,,,,0.0,,0.0,
DCTN3,0.0,0.0,,,,,
DCTN4,,0.0,,0.0,0.0,,0.0
DCTN5,,,,0.0,0.0,,
DCTN6,0.0,,,0.0,,0.0,0.0
DCTPP1,0.0,0.0,,,,0.0,0.0
DCUN1D1,,0.0,,0.0,0.0,,0.0
DCUN1D2,0.0,,,,0.0,,
DCUN1D3,,0.0,,0.0,0.0,,
DCUN1D4,,,,,,,0.0
DCUN1D5,,,,,0.0,,0.0
DCXR,,0.0,,0.0,1.0,0.0,
DDA1,0.0,0.0,,0.0,,,
DDAH1,,,0.0,0.0,,0.0,
DDAH2,0.0,0.0,,,0.0,0.0,0.0
DDB1,0.0,,,0.0,,,0.0
DDB2,0.0,0.0,0.0,0.0,,0.0,0.0
DDC,,,,1.0,0.0,0.0,
DDC-AS1,,,,1.0,,,
DDHD1,,,,,0.0,,0.0
DDHD2,,0.0,,0.0,,,
DDI2,0.0,0.0,,,0.0,,
DDIAS,,0.0,,,,,
DDIT3,0.0,0.0,,0.0,0.0,,0.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT4L,,,,0.0,,,
DDN,,,,0.0,,,
DDN-AS1,0.0,,,,,,
DDOST,0.0,0.0,,0.0,0.0,0.0,
DDR1,,,,0.0,0.0,0.0,
DDR2,,0.0,0.0,0.0,0.0,0.0,
DDRGK1,,,,,0.0,,
DDT,,0.0,,0.0,0.0,,
DDTL,,,,,0.0,,
DDX1,,,,0.0,0.0,,
DDX10,0.0,0.0,,0.0,,0.0,0.0
DDX11,0.0,,,0.0,,0.0,
DDX17,0.0,0.0,0.0,0.0,0.0,,0.0
DDX18,,,,0.0,0.0,,0.0
DDX19A,0.0,0.0,,,0.0,,
DDX20,,0.0,,,,,
DDX21,0.0,0.0,0.0,,0.0,0.0,0.0
DDX23,0.0,,,,0.0,,0.0
DDX24,0.0,0.0,,,0.0,,0.0
DDX25,,,,0.0,,,
DDX28,,,,,0.0,,
DDX31,,,0.0,0.0,0.0,,
DDX39A,0.0,0.0,,0.0,0.0,0.0,0.0
DDX39B,0.0,,,0.0,,,
DDX3X,0.0,0.0,,0.0,0.0,0.0,0.0
DDX3Y,,0.0,,,0.0,0.0,0.0
DDX42,,,,0.0,0.0,,
DDX43,0.0,,,,0.0,,0.0
DDX46,,,,,0.0,,
DDX47,,0.0,,,,,
DDX49,0.0,0.0,,,,,
DDX5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DDX50,,,,,0.0,,
DDX51,0.0,,,0.0,0.0,,0.0
DDX52,,,,0.0,,,
DDX54,,0.0,,,,,
DDX55,,0.0,,0.0,,,
DDX58,,0.0,0.0,,0.0,,
DDX59,0.0,,,0.0,,,0.0
DDX6,0.0,0.0,,0.0,,,
DDX60,0.0,0.0,,0.0,0.0,,0.0
DDX60L,,0.0,0.0,,0.0,0.0,
DEAF1,,0.0,,,0.0,,
DECR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECR2,,,,0.0,,,
DEDD,,,0.0,,,,
DEDD2,,0.0,,,,,0.0
DEF6,0.0,0.0,0.0,0.0,0.0,0.0,
DEF8,0.0,0.0,,,0.0,,0.0
DEFA1,,1.0,,,,,
DEFA1B,,1.0,,,,,
DEFA3,,0.0,,,,,
DEFA4,0.0,1.0,,,,,
DEFA5,,,,,,,0.0
DEFB1,1.0,1.0,,1.0,0.0,0.0,
DEFB4A,,,,,,1.0,
DEGS1,,0.0,,,0.0,,0.0
DEGS2,,,,0.0,0.0,0.0,0.0
DEK,0.0,0.0,,0.0,0.0,0.0,0.0
DENND1A,0.0,,0.0,0.0,0.0,,
DENND1B,0.0,0.0,,0.0,0.0,0.0,0.0
DENND1C,,0.0,0.0,0.0,,0.0,0.0
DENND2A,,,0.0,0.0,0.0,0.0,
DENND2C,0.0,,,0.0,0.0,0.0,0.0
DENND2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND4A,,0.0,0.0,,0.0,0.0,0.0
DENND4B,,0.0,,0.0,,,
DENND4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND5A,0.0,0.0,,0.0,0.0,0.0,0.0
DENND5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND5B-AS1,,,,0.0,,,
DENND6A,,,,,0.0,,
DENND6B,0.0,0.0,,,,0.0,0.0
DENR,,0.0,,,,,0.0
DEPDC1,1.0,0.0,0.0,0.0,0.0,0.0,
DEPDC1B,0.0,0.0,0.0,0.0,0.0,0.0,
DEPDC4,,,,0.0,,,
DEPDC5,0.0,,,,,0.0,
DEPDC7,,0.0,,0.0,0.0,,
DEPTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DERA,,0.0,,,,,
DERL1,0.0,0.0,,0.0,,0.0,0.0
DERL2,,0.0,,,,,0.0
DERL3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DES,,,0.0,1.0,,1.0,
DESI1,0.0,,,,,,0.0
DESI2,,,,,0.0,,
DET1,,,,0.0,,,0.0
DEXI,,,,,,0.0,0.0
DFFA,,0.0,,0.0,,,
DFFB,0.0,0.0,,,,,
DGAT1,,,0.0,,,,0.0
DGAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGCR2,,,,0.0,,0.0,0.0
DGCR6,0.0,,,,0.0,,
DGCR6L,,0.0,,,,0.0,0.0
DGCR8,0.0,,,0.0,,,
DGKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKB,,,0.0,0.0,,0.0,
DGKD,,0.0,0.0,0.0,0.0,0.0,0.0
DGKE,,,0.0,0.0,0.0,,0.0
DGKG,0.0,0.0,0.0,0.0,0.0,0.0,
DGKH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKI,,,0.0,0.0,,0.0,
DGKQ,0.0,,,,0.0,,0.0
DGKZ,0.0,0.0,,0.0,0.0,0.0,0.0
DGUOK,0.0,,,,,,0.0
DGUOK-AS1,,,,0.0,,0.0,
DHCR24,0.0,,0.0,0.0,0.0,0.0,0.0
DHCR7,0.0,,,,0.0,0.0,0.0
DHDDS,0.0,,0.0,0.0,0.0,,
DHDH,,,,1.0,,,0.0
DHFR,0.0,0.0,1.0,1.0,1.0,0.0,0.0
DHH,,,0.0,1.0,,1.0,0.0
DHODH,,,0.0,,0.0,0.0,
DHPS,,,,,0.0,,
DHRS1,,0.0,,0.0,0.0,,
DHRS11,0.0,1.0,,,,,0.0
DHRS12,,,,,,,0.0
DHRS13,,0.0,,0.0,,,
DHRS2,,,,0.0,0.0,,
DHRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS4,0.0,0.0,,,,0.0,0.0
DHRS4-AS1,,0.0,,0.0,,,0.0
DHRS4L2,,0.0,,0.0,0.0,,
DHRS7,0.0,0.0,,0.0,0.0,0.0,0.0
DHRS7B,0.0,,,0.0,,,
DHRS9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DHRSX,,,,0.0,,,
DHTKD1,0.0,0.0,,,0.0,0.0,
DHX15,,0.0,,0.0,,,0.0
DHX16,0.0,0.0,,,,,
DHX29,,0.0,,,,,
DHX30,,,,,0.0,,
DHX32,0.0,,,,,0.0,
DHX33,0.0,,,,0.0,,
DHX34,,,,,0.0,,
DHX35,,0.0,,0.0,0.0,,
DHX36,,,,0.0,,,
DHX37,,0.0,,0.0,,,
DHX38,,,,0.0,,,
DHX40,,0.0,,0.0,,,0.0
DHX57,,0.0,,,0.0,,0.0
DHX58,0.0,,,,,0.0,
DHX8,,,,,0.0,,
DHX9,,,,0.0,,,
DIABLO,,,,,,0.0,
DIAPH1,0.0,0.0,,0.0,,0.0,0.0
DIAPH2,,,0.0,0.0,0.0,0.0,0.0
DIAPH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DICER1,,,,0.0,0.0,0.0,0.0
DICER1-AS1,,,0.0,,,0.0,0.0
DIDO1,,,,0.0,0.0,,
DIMT1,,,,,,,0.0
DIO1,,,0.0,0.0,0.0,,
DIO2,,,,0.0,,0.0,
DIO3,,,,,,1.0,
DIO3OS,,,0.0,0.0,0.0,0.0,1.0
DIP2A,0.0,1.0,,,0.0,0.0,0.0
DIP2B,0.0,,0.0,0.0,0.0,,
DIP2C,0.0,,0.0,0.0,0.0,0.0,0.0
DIPK1B,,,,,,,1.0
DIPK1C,,,,,,,0.0
DIPK2B,,,,,,,0.0
DIRAS3,,,,,,0.0,1.0
DIRC3,,,0.0,0.0,0.0,,
DIRC3-AS1,,,0.0,,,,
DIS3,,,,,0.0,,
DIS3L,,,,,,,0.0
DIS3L2,0.0,,,0.0,,,
DISC1,,,0.0,0.0,0.0,,
DISP1,,,,0.0,,,
DISP2,,,,,0.0,,
DIXDC1,,,,0.0,0.0,0.0,
DKC1,,0.0,,,0.0,,
DKK1,,,,1.0,,0.0,
DKK2,,,0.0,0.0,,1.0,
DKK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLAT,,,,0.0,,,
DLC1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
DLD,,0.0,,0.0,0.0,,0.0
DLEC1,,,,,,0.0,
DLEU1,,,,,0.0,,
DLEU2,0.0,0.0,0.0,0.0,,0.0,0.0
DLEU7,,0.0,,0.0,0.0,,
DLG1,,,,0.0,0.0,,
DLG2,,,0.0,0.0,0.0,0.0,
DLG3,,0.0,,,0.0,0.0,
DLG4,,0.0,,0.0,,,0.0
DLG5,,0.0,,0.0,,0.0,
DLGAP1,,,0.0,1.0,0.0,,
DLGAP1-AS1,,0.0,,0.0,,0.0,
DLGAP1-AS2,,0.0,,,,,0.0
DLGAP1-AS5,1.0,,,,,0.0,
DLGAP2,,,0.0,0.0,,0.0,
DLGAP3,,,,,,,0.0
DLGAP4,0.0,0.0,,0.0,,0.0,
DLGAP4-AS1,,0.0,,,,0.0,0.0
DLGAP5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DLK1,,1.0,0.0,,,,
DLK2,1.0,,,,,0.0,
DLL1,1.0,0.0,,0.0,0.0,0.0,0.0
DLL4,,,0.0,0.0,0.0,0.0,0.0
DLST,0.0,0.0,,0.0,0.0,,
DLX2,,,,,,1.0,
DLX5,,,,,,1.0,
DMAC2,0.0,,,,,,
DMAC2L,,,,,,,0.0
DMAP1,,0.0,0.0,,,,
DMBT1,,,,,,1.0,
DMC1,,,,0.0,0.0,,
DMD,,0.0,1.0,0.0,0.0,0.0,0.0
DMGDH,,,,,0.0,,
DMKN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMPK,,,0.0,,0.0,0.0,0.0
DMRT2,,,,1.0,,0.0,
DMRT3,,,,,,0.0,
DMRTA1,,,,,,0.0,
DMRTC1,,1.0,,,,,
DMTF1,,,,,0.0,,
DMTN,0.0,0.0,0.0,,,0.0,0.0
DMWD,,,,,,,0.0
DMXL1,0.0,0.0,,0.0,,,0.0
DMXL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA2,0.0,0.0,0.0,0.0,0.0,0.0,
DNAAF1,0.0,0.0,,0.0,0.0,0.0,1.0
DNAAF2,0.0,0.0,,,0.0,,0.0
DNAAF3,,0.0,0.0,,,1.0,
DNAAF4,0.0,,,,,,
DNAAF5,,0.0,,,,0.0,
DNAH1,,,,,,,0.0
DNAH10,,,,,0.0,0.0,
DNAH11,,,0.0,0.0,,0.0,
DNAH12,,,,,,0.0,
DNAH14,,1.0,,0.0,0.0,0.0,0.0
DNAH17,,,,0.0,,,
DNAH2,,,,,0.0,,
DNAH3,,,,,,0.0,
DNAH5,,1.0,,0.0,0.0,0.0,
DNAH6,,,0.0,,,0.0,
DNAH7,,,,0.0,0.0,0.0,
DNAH8,,,,,,,0.0
DNAH9,,,,0.0,,0.0,
DNAI1,,,,,,0.0,
DNAI2,0.0,,,,,0.0,
DNAJA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA2,,,,,0.0,,
DNAJA3,,,,,0.0,0.0,
DNAJA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DNAJB11,0.0,0.0,,,0.0,0.0,0.0
DNAJB12,,,0.0,0.0,,,
DNAJB13,,,,,,0.0,
DNAJB14,,,,0.0,0.0,,
DNAJB2,,0.0,,,,,
DNAJB4,0.0,0.0,,0.0,0.0,0.0,0.0
DNAJB5,0.0,0.0,,,,,
DNAJB5-DT,0.0,,,,,,
DNAJB6,0.0,0.0,,0.0,0.0,0.0,0.0
DNAJB9,0.0,0.0,,0.0,0.0,0.0,
DNAJC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC10,0.0,0.0,,,0.0,0.0,0.0
DNAJC11,0.0,0.0,,0.0,0.0,,
DNAJC12,0.0,0.0,,,0.0,0.0,
DNAJC13,,,,,0.0,,
DNAJC15,0.0,0.0,,0.0,0.0,0.0,0.0
DNAJC16,,0.0,,,0.0,,
DNAJC17,,,,,0.0,0.0,0.0
DNAJC18,,,0.0,0.0,0.0,0.0,
DNAJC19,,0.0,,0.0,0.0,,
DNAJC2,,0.0,,,,,0.0
DNAJC21,0.0,,,,0.0,,
DNAJC22,,,,0.0,0.0,0.0,
DNAJC24,,,,,0.0,,
DNAJC25,,0.0,,0.0,,,
DNAJC25-GNG10,,,,,,0.0,
DNAJC27-AS1,,,,,0.0,0.0,0.0
DNAJC3,0.0,0.0,,,,,0.0
DNAJC30,,0.0,,,,0.0,0.0
DNAJC4,0.0,,,0.0,0.0,,0.0
DNAJC5,,0.0,0.0,,,,0.0
DNAJC5B,0.0,0.0,,,,0.0,
DNAJC6,0.0,0.0,0.0,0.0,0.0,,
DNAJC7,0.0,0.0,,0.0,0.0,,
DNAJC8,,0.0,,,,,0.0
DNAJC9,0.0,0.0,,,0.0,0.0,0.0
DNAL1,,,,,,0.0,
DNAL4,,,,,0.0,,0.0
DNALI1,,,,0.0,0.0,0.0,
DNASE1,,,,0.0,0.0,,
DNASE1L1,,0.0,,,,,
DNASE1L3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DNASE2,0.0,,0.0,,,0.0,
DNASE2B,,,,,,0.0,
DND1,,1.0,,0.0,,,
DNER,,,,0.0,,0.0,
DNLZ,0.0,0.0,,,0.0,,
DNM1,0.0,0.0,0.0,0.0,,0.0,0.0
DNM1L,0.0,0.0,,0.0,,,
DNM1P35,0.0,,,0.0,,,
DNM2,0.0,,,0.0,,,0.0
DNM3,0.0,,0.0,0.0,0.0,0.0,
DNM3OS,,,0.0,0.0,0.0,0.0,0.0
DNMBP,0.0,,0.0,,0.0,0.0,
DNMBP-AS1,,1.0,,,0.0,,
DNMT1,0.0,0.0,0.0,0.0,,0.0,
DNMT3A,0.0,0.0,,0.0,,,0.0
DNMT3B,1.0,0.0,,,,,1.0
DNMT3L,,,,,0.0,,
DNPEP,,0.0,,,,,
DNPH1,0.0,0.0,,0.0,0.0,0.0,0.0
DNTT,,1.0,,,,,1.0
DNTTIP1,,0.0,,0.0,,0.0,0.0
DNTTIP2,0.0,,,0.0,0.0,,
DOC2A,,,,,,0.0,
DOC2B,,0.0,0.0,0.0,0.0,0.0,0.0
DOCK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK11,,0.0,0.0,0.0,0.0,0.0,
DOCK2,,,0.0,1.0,0.0,0.0,
DOCK3,,,0.0,0.0,,,0.0
DOCK4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DOCK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK7,,,0.0,0.0,0.0,,
DOCK8,0.0,0.0,1.0,0.0,0.0,0.0,
DOCK9,,0.0,0.0,0.0,0.0,0.0,0.0
DOCK9-AS1,,,,1.0,,,
DOHH,0.0,,0.0,,0.0,,0.0
DOK1,0.0,0.0,,,0.0,,0.0
DOK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOK4,,0.0,,,,,0.0
DOK5,,,0.0,0.0,,0.0,0.0
DOK6,,0.0,0.0,0.0,0.0,0.0,
DOK7,0.0,,,0.0,0.0,,
DOLK,,0.0,,,,,
DOLPP1,,0.0,,,0.0,,
DONSON,0.0,,,0.0,,0.0,0.0
DOT1L,,0.0,,0.0,0.0,0.0,
DPAGT1,0.0,0.0,,,,,
DPCD,,0.0,,,,0.0,
DPEP1,1.0,1.0,,0.0,1.0,0.0,
DPEP2,,0.0,0.0,0.0,0.0,,
DPEP3,,0.0,,,,,
DPF1,0.0,1.0,,,,,1.0
DPF2,,0.0,,,,,
DPF3,0.0,0.0,0.0,0.0,,,
DPH1,,0.0,,,,,
DPH3,,,,,0.0,,
DPH5,0.0,,,,,,
DPH6,,0.0,,0.0,,,
DPM1,0.0,0.0,,,,,0.0
DPM2,0.0,,,,,,
DPM3,,,,0.0,0.0,,
DPP10,,,0.0,0.0,0.0,0.0,
DPP3,0.0,,,,0.0,0.0,0.0
DPP4,0.0,0.0,,0.0,0.0,0.0,0.0
DPP6,,,0.0,0.0,,,
DPP7,,0.0,,0.0,0.0,0.0,0.0
DPP8,,,,0.0,,,
DPP9,,,,0.0,0.0,,
DPP9-AS1,,1.0,,,,,
DPPA4,0.0,0.0,,1.0,,0.0,1.0
DPT,,,0.0,0.0,0.0,0.0,1.0
DPY19L1,0.0,,,,0.0,0.0,
DPY19L2,0.0,,0.0,0.0,,0.0,0.0
DPY19L3,,,,0.0,0.0,,
DPY19L4,,,,,0.0,,
DPY30,,,,0.0,,,
DPYD,0.0,0.0,1.0,0.0,0.0,0.0,
DPYS,,,,1.0,0.0,0.0,
DPYSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DQX1,,,,,0.0,,
DR1,,,,,0.0,,
DRAIC,0.0,1.0,,0.0,,,0.0
DRAM1,0.0,0.0,0.0,0.0,,0.0,0.0
DRAM2,0.0,0.0,,0.0,0.0,0.0,0.0
DRAP1,0.0,0.0,0.0,,,0.0,0.0
DRAXIN,0.0,0.0,,,0.0,,
DRC1,,,,,,0.0,
DRC3,,,,,,0.0,
DRC7,,,,,,0.0,
DRD2,,,,1.0,,,
DRD4,1.0,,,0.0,,1.0,1.0
DRG1,0.0,0.0,,,,,
DRG2,,0.0,,,,,
DROSHA,,,,0.0,,,0.0
DRP2,,,1.0,,,,
DSC1,,,0.0,,,,
DSC2,,0.0,,0.0,0.0,0.0,0.0
DSC3,,,,,,0.0,
DSCAM,,,,0.0,0.0,,
DSCAML1,,,0.0,0.0,0.0,0.0,
DSCAS,,,0.0,,,,
DSCC1,0.0,0.0,,0.0,0.0,0.0,
DSCR9,,,,,,,0.0
DSE,0.0,0.0,,0.0,0.0,0.0,0.0
DSEL,0.0,0.0,,0.0,0.0,0.0,0.0
DSG2,,0.0,,0.0,0.0,0.0,0.0
DSG3,,,,,0.0,0.0,
DSN1,0.0,0.0,,,,,
DSP,,1.0,0.0,0.0,0.0,0.0,1.0
DST,0.0,0.0,0.0,1.0,1.0,0.0,0.0
DSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSTYK,0.0,,,0.0,,,
DTD1,,0.0,,0.0,0.0,,0.0
DTD2,0.0,,,0.0,0.0,,
DTHD1,0.0,1.0,0.0,0.0,1.0,1.0,0.0
DTL,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DTNA,,,0.0,0.0,0.0,0.0,
DTNB,,,0.0,0.0,,0.0,
DTNBP1,0.0,,,0.0,0.0,0.0,0.0
DTWD1,,,,,,,0.0
